1,0.0021871,26,0.0021871,51,0.0021871,76,0.0021871
88.12,0.86468,113.12,0.86468,138.12,0.86468,163.12,0.86468
89.11,0.86907,114.11,0.86907,139.11,0.86907,164.11,0.86907
90.1,0.87319,115.1,0.87319,140.1,0.87319,165.1,0.87319
91.09,0.87706,116.09,0.87706,141.09,0.87706,166.09,0.87706
92.08,0.88068,117.08,0.88068,142.08,0.88068,167.08,0.88068
93.07,0.88407,118.07,0.88407,143.07,0.88407,168.07,0.88407
94.06,0.88723,119.06,0.88723,144.06,0.88723,169.06,0.88723
95.05,0.89017,120.05,0.89017,145.05,0.89017,170.05,0.89017
96.04,0.89291,121.04,0.89291,146.04,0.89291,171.04,0.89291
97.03,0.89545,122.03,0.89545,147.03,0.89545,172.03,0.89545
98.02,0.89781,123.02,0.89781,148.02,0.89781,173.02,0.89781
99.01,0.9,124.01,0.9,149.01,0.9,174.01,0.9
351,0.90025,376,0.90025,401,0.90025,426,0.90025
352,0.90051,377,0.90051,402,0.90051,427,0.90051
353,0.9008,378,0.9008,403,0.9008,428,0.9008
354,0.90111,379,0.90111,404,0.90111,429,0.90111
355,0.90144,380,0.90144,405,0.90144,430,0.90144
356,0.90179,381,0.90179,406,0.90179,431,0.90179
357,0.90217,382,0.90217,407,0.90217,432,0.90217
358,0.90258,383,0.90258,408,0.90258,433,0.90258
359,0.90302,384,0.90302,409,0.90302,434,0.90302
360,0.90349,385,0.90349,410,0.90349,435,0.90349
361,0.90398,386,0.90398,411,0.90398,436,0.90398
362,0.90451,387,0.90451,412,0.90451,437,0.90451
363,0.90507,388,0.90507,413,0.90507,438,0.90507
364,0.90566,389,0.90566,414,0.90566,439,0.90566
365,0.90629,390,0.90629,415,0.90629,440,0.90629
366,0.90696,391,0.90696,416,0.90696,441,0.90696
367,0.90766,392,0.90766,417,0.90766,442,0.90766
368,0.9084,393,0.9084,418,0.9084,443,0.9084
369,0.90917,394,0.90917,419,0.90917,444,0.90917
370,0.90999,395,0.90999,420,0.90999,445,0.90999
371,0.91085,396,0.91085,421,0.91085,446,0.91085
372,0.91174,397,0.91174,422,0.91174,447,0.91174
373,0.91268,398,0.91268,423,0.91268,448,0.91268
374,0.91365,399,0.91365,424,0.91365,449,0.91365
375,0.91467,400,0.91467,425,0.91467,450,0.91467
376,0.91572,401,0.91572,426,0.91572,451,0.91572
377,0.91682,402,0.91682,427,0.91682,452,0.91682
378,0.91796,403,0.91796,428,0.91796,453,0.91796
379,0.91914,404,0.91914,429,0.91914,454,0.91914
380,0.92035,405,0.92035,430,0.92035,455,0.92035
381,0.92161,406,0.92161,431,0.92161,456,0.92161
382,0.9229,407,0.9229,432,0.9229,457,0.9229
383,0.92423,408,0.92423,433,0.92423,458,0.92423
384,0.9256,409,0.9256,434,0.9256,459,0.9256
385,0.927,410,0.927,435,0.927,460,0.927
386,0.92843,411,0.92843,436,0.92843,461,0.92843
387,0.92989,412,0.92989,437,0.92989,462,0.92989
388,0.93139,413,0.93139,438,0.93139,463,0.93139
389,0.93291,414,0.93291,439,0.93291,464,0.93291
390,0.93446,415,0.93446,440,0.93446,465,0.93446
391,0.93603,416,0.93603,441,0.93603,466,0.93603
392,0.93762,417,0.93762,442,0.93762,467,0.93762
393,0.93923,418,0.93923,443,0.93923,468,0.93923
394,0.94086,419,0.94086,444,0.94086,469,0.94086
395,0.9425,420,0.9425,445,0.9425,470,0.9425
396,0.94415,421,0.94415,446,0.94415,471,0.94415
397,0.94582,422,0.94582,447,0.94582,472,0.94582
398,0.94749,423,0.94749,448,0.94749,473,0.94749
399,0.94916,424,0.94916,449,0.94916,474,0.94916
400,0.95084,425,0.95084,450,0.95084,475,0.95084
401,0.95251,426,0.95251,451,0.95251,476,0.95251
402,0.95418,427,0.95418,452,0.95418,477,0.95418
403,0.95585,428,0.95585,453,0.95585,478,0.95585
404,0.9575,429,0.9575,454,0.9575,479,0.9575
405,0.95914,430,0.95914,455,0.95914,480,0.95914
406,0.96077,431,0.96077,456,0.96077,481,0.96077
407,0.96238,432,0.96238,457,0.96238,482,0.96238
408,0.96397,433,0.96397,458,0.96397,483,0.96397
409,0.96554,434,0.96554,459,0.96554,484,0.96554
410,0.96709,435,0.96709,460,0.96709,485,0.96709
411,0.96861,436,0.96861,461,0.96861,486,0.96861
412,0.97011,437,0.97011,462,0.97011,487,0.97011
413,0.97157,438,0.97157,463,0.97157,488,0.97157
414,0.973,439,0.973,464,0.973,489,0.973
415,0.9744,440,0.9744,465,0.9744,490,0.9744
416,0.97577,441,0.97577,466,0.97577,491,0.97577
417,0.9771,442,0.9771,467,0.9771,492,0.9771
418,0.97839,443,0.97839,468,0.97839,493,0.97839
419,0.97965,444,0.97965,469,0.97965,494,0.97965
420,0.98086,445,0.98086,470,0.98086,495,0.98086
421,0.98204,446,0.98204,471,0.98204,496,0.98204
422,0.98318,447,0.98318,472,0.98318,497,0.98318
423,0.98428,448,0.98428,473,0.98428,498,0.98428
424,0.98533,449,0.98533,474,0.98533,499,0.98533
425,0.98635,450,0.98635,475,0.98635,500,0.98635
426,0.98732,451,0.98732,476,0.98732,501,0.98732
427,0.98826,452,0.98826,477,0.98826,502,0.98826
428,0.98915,453,0.98915,478,0.98915,503,0.98915
429,0.99001,454,0.99001,479,0.99001,504,0.99001
430,0.99083,455,0.99083,480,0.99083,505,0.99083
431,0.9916,456,0.9916,481,0.9916,506,0.9916
432,0.99234,457,0.99234,482,0.99234,507,0.99234
433,0.99304,458,0.99304,483,0.99304,508,0.99304
434,0.99371,459,0.99371,484,0.99371,509,0.99371
435,0.99434,460,0.99434,485,0.99434,510,0.99434
436,0.99493,461,0.99493,486,0.99493,511,0.99493
437,0.99549,462,0.99549,487,0.99549,512,0.99549
438,0.99602,463,0.99602,488,0.99602,513,0.99602
439,0.99651,464,0.99651,489,0.99651,514,0.99651
440,0.99698,465,0.99698,490,0.99698,515,0.99698
441,0.99742,466,0.99742,491,0.99742,516,0.99742
442,0.99783,467,0.99783,492,0.99783,517,0.99783
443,0.99821,468,0.99821,493,0.99821,518,0.99821
444,0.99856,469,0.99856,494,0.99856,519,0.99856
445,0.99889,470,0.99889,495,0.99889,520,0.99889
446,0.9992,471,0.9992,496,0.9992,521,0.9992
447,0.99949,472,0.99949,497,0.99949,522,0.99949
448,0.99975,473,0.99975,498,0.99975,523,0.99975
449,1,474,1,499,1,524,1
